"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN012190100","POONA, IN","2016-12-13",,"68",,"50"
"IN012190100","POONA, IN","2016-12-14",,"71",,"60"
"IN012190100","POONA, IN","2016-12-15",,"75",,"66"
"IN012190100","POONA, IN","2016-12-16",,"73",,"62"
"IN012190100","POONA, IN","2016-12-17",,"72",,"61"
"IN012190100","POONA, IN","2016-12-18",,"71",,"57"
"IN012190100","POONA, IN","2016-12-19",,"69",,"54"
"IN012190100","POONA, IN","2016-12-20",,"67",,"52"
"IN012190100","POONA, IN","2016-12-21",,"67",,"50"
"IN012190100","POONA, IN","2016-12-22",,"68",,"48"
"IN012190100","POONA, IN","2016-12-23",,"68",,"48"
"IN012190100","POONA, IN","2016-12-24",,"69",,"48"
"IN012190100","POONA, IN","2016-12-25",,"69",,"52"
"IN012190100","POONA, IN","2016-12-26",,"68",,"52"
"IN012190100","POONA, IN","2016-12-27",,"65",,"51"
"IN012190100","POONA, IN","2016-12-28",,"65",,"48"
"IN012190100","POONA, IN","2016-12-29",,"65",,"48"
"IN012190100","POONA, IN","2016-12-30",,"67",,"49"
"IN012190100","POONA, IN","2016-12-31",,"66",,"51"
"IN012190100","POONA, IN","2017-01-01",,"68",,"51"
"IN012190100","POONA, IN","2017-01-02",,"68",,"52"
"IN012190100","POONA, IN","2017-01-03",,"65",,"49"
"IN012190100","POONA, IN","2017-01-04",,"64",,"47"
"IN012190100","POONA, IN","2017-01-05",,"63",,"46"
"IN012190100","POONA, IN","2017-01-06",,"66",,"49"
"IN012190100","POONA, IN","2017-01-07",,"64",,"46"
"IN012190100","POONA, IN","2017-01-08",,"66",,"49"
"IN012190100","POONA, IN","2017-01-09",,"66",,"51"
"IN012190100","POONA, IN","2017-01-10",,"65",,"49"
"IN012190100","POONA, IN","2017-01-11",,"64",,"46"
"IN012190100","POONA, IN","2017-01-12",,"62",,"45"
"IN012190100","POONA, IN","2017-01-13",,"65",,"49"
"IN012190100","POONA, IN","2017-01-14",,"69",,"53"
"IN012190100","POONA, IN","2017-01-15",,"71",,"57"
"IN012190100","POONA, IN","2017-01-16",,"72",,"59"
"IN012190100","POONA, IN","2017-01-17",,"71",,"59"
"IN012190100","POONA, IN","2017-01-18",,"70",,"57"
"IN012190100","POONA, IN","2017-01-19",,"68",,"53"
"IN012190100","POONA, IN","2017-01-20",,"66",,"54"
"IN012190100","POONA, IN","2017-01-21",,"70",,"53"
"IN012190100","POONA, IN","2017-01-22",,"70",,"55"
"IN012190100","POONA, IN","2017-01-23",,"73",,"54"
"IN012190100","POONA, IN","2017-01-24",,"71",,"56"
"IN012190100","POONA, IN","2017-01-25",,"70",,"56"
"IN012190100","POONA, IN","2017-01-26",,"72",,"56"
"IN012190100","POONA, IN","2017-01-27",,"70",,"56"
"IN012190100","POONA, IN","2017-01-28",,"69",,"53"
"IN012190100","POONA, IN","2017-01-29",,"69",,"53"
"IN012190100","POONA, IN","2017-01-30",,"71",,"54"
"IN012190100","POONA, IN","2017-01-31",,"72",,"54"
"IN012190100","POONA, IN","2017-02-01",,"73",,"56"
"IN012190100","POONA, IN","2017-02-02",,"72",,"56"
"IN012190100","POONA, IN","2017-02-03",,"74",,"57"
"IN012190100","POONA, IN","2017-02-04",,"76",,"60"
"IN012190100","POONA, IN","2017-02-05",,"73",,"59"
"IN012190100","POONA, IN","2017-02-06",,"72",,"57"
"IN012190100","POONA, IN","2017-02-07",,"73",,"56"
"IN012190100","POONA, IN","2017-02-08",,"74",,"57"
"IN012190100","POONA, IN","2017-02-09",,"74",,"59"
"IN012190100","POONA, IN","2017-02-10",,"74",,"57"
"IN012190100","POONA, IN","2017-02-11",,"73",,"57"
"IN012190100","POONA, IN","2017-02-12",,"71",,"53"
"IN012190100","POONA, IN","2017-02-13",,"72",,"56"
"IN012190100","POONA, IN","2017-02-14",,"73",,"58"
"IN012190100","POONA, IN","2017-02-15",,"74",,"59"
"IN012190100","POONA, IN","2017-02-16",,"73",,"57"
"IN012190100","POONA, IN","2017-02-17",,"73",,"57"
"IN012190100","POONA, IN","2017-02-18",,"74",,"54"
"IN012190100","POONA, IN","2017-02-19",,"77",,"56"
"IN012190100","POONA, IN","2017-02-20",,"79",,"58"
"IN012190100","POONA, IN","2017-02-21",,"76",,"54"
"IN012190100","POONA, IN","2017-02-22",,"77",,"55"
"IN012190100","POONA, IN","2017-02-23",,"78",,"57"
"IN012190100","POONA, IN","2017-02-24",,"77",,"57"
"IN012190100","POONA, IN","2017-02-25",,"74",,"56"
"IN012190100","POONA, IN","2017-02-26",,"74",,"53"
"IN012190100","POONA, IN","2017-02-27",,"75",,"54"
"IN012190100","POONA, IN","2017-02-28",,"76",,"55"
"IN012190100","POONA, IN","2017-03-01",,"78",,"56"
"IN012190100","POONA, IN","2017-03-02",,"78",,"59"
"IN012190100","POONA, IN","2017-03-03",,"78",,"60"
"IN012190100","POONA, IN","2017-03-04",,"76",,"55"
"IN012190100","POONA, IN","2017-03-05",,"76",,"54"
"IN012190100","POONA, IN","2017-03-06",,"76",,"55"
"IN012190100","POONA, IN","2017-03-07",,"76",,"54"
"IN012190100","POONA, IN","2017-03-08",,"77",,"56"
"IN012190100","POONA, IN","2017-03-09",,"74",,"56"
"IN012190100","POONA, IN","2017-03-10",,"72",,"54"
"IN012190100","POONA, IN","2017-03-11",,"71",,"58"
"IN012190100","POONA, IN","2017-03-12",,"71",,"51"
"IN012190100","POONA, IN","2017-03-13",,"75",,"52"
"IN012190100","POONA, IN","2017-03-14",,"77",,"55"
"IN012190100","POONA, IN","2017-03-15",,"79",,"59"
"IN012190100","POONA, IN","2017-03-16",,"79",,"61"
"IN012190100","POONA, IN","2017-03-17",,"80",,"60"
"IN012190100","POONA, IN","2017-03-18",,"80",,"60"
"IN012190100","POONA, IN","2017-03-19",,"81",,"62"
"IN012190100","POONA, IN","2017-03-20",,"79",,"59"
"IN012190100","POONA, IN","2017-03-21",,"79",,"59"
"IN012190100","POONA, IN","2017-03-22",,"82",,"60"
"IN012190100","POONA, IN","2017-03-23",,"81",,"64"
"IN012190100","POONA, IN","2017-03-24",,"85",,"63"
"IN012190100","POONA, IN","2017-03-25",,"85",,"69"
"IN012190100","POONA, IN","2017-03-26",,"85",,"68"
"IN012190100","POONA, IN","2017-03-27",,"85",,"66"
"IN012190100","POONA, IN","2017-03-28",,"87",,"62"
"IN012190100","POONA, IN","2017-03-29",,"87",,"73"
"IN012190100","POONA, IN","2017-03-30",,"86",,"75"
"IN012190100","POONA, IN","2017-03-31",,"88",,"71"
"IN012190100","POONA, IN","2017-04-01",,"88",,"78"
"IN012190100","POONA, IN","2017-04-02",,"84",,"69"
"IN012190100","POONA, IN","2017-04-03",,"82",,"64"
"IN012190100","POONA, IN","2017-04-04",,"82",,"67"
"IN012190100","POONA, IN","2017-04-05",,"84",,"64"
"IN012190100","POONA, IN","2017-04-06",,"81",,"64"
"IN012190100","POONA, IN","2017-04-07",,"81",,"62"
"IN012190100","POONA, IN","2017-04-08",,"82",,"60"
"IN012190100","POONA, IN","2017-04-09",,"85",,"65"
"IN012190100","POONA, IN","2017-04-10",,"85",,"65"
"IN012190100","POONA, IN","2017-04-11",,"85",,"65"
"IN012190100","POONA, IN","2017-04-12",,"86",,"65"
"IN012190100","POONA, IN","2017-04-13",,"87",,"63"
"IN012190100","POONA, IN","2017-04-14",,"87",,"66"
"IN012190100","POONA, IN","2017-04-15",,"87",,"72"
"IN012190100","POONA, IN","2017-04-16",,"89",,"72"
"IN012190100","POONA, IN","2017-04-17",,"87",,"71"
"IN012190100","POONA, IN","2017-04-18",,"89",,"69"
"IN012190100","POONA, IN","2017-04-19",,"87",,"65"
"IN012190100","POONA, IN","2017-04-20",,"87",,"72"
"IN012190100","POONA, IN","2017-04-21",,"83",,"69"
"IN012190100","POONA, IN","2017-04-22",,"84",,"72"
"IN012190100","POONA, IN","2017-04-23",,"83",,"69"
"IN012190100","POONA, IN","2017-04-24",,"83",,"68"
"IN012190100","POONA, IN","2017-04-25",,"82",,"67"
"IN012190100","POONA, IN","2017-04-26",,"85",,"69"
"IN012190100","POONA, IN","2017-04-27",,"86",,"72"
"IN012190100","POONA, IN","2017-04-28",,"85",,"68"
"IN012190100","POONA, IN","2017-04-29",,"84",,
"IN012190100","POONA, IN","2017-04-30",,"85",,"63"
"IN012190100","POONA, IN","2017-05-01",,"86",,"67"
"IN012190100","POONA, IN","2017-05-02",,"86",,"67"
"IN012190100","POONA, IN","2017-05-03",,"84",,"73"
"IN012190100","POONA, IN","2017-05-04",,"89",,"76"
"IN012190100","POONA, IN","2017-05-05",,"88",,"76"
"IN012190100","POONA, IN","2017-05-06",,"90",,"78"
"IN012190100","POONA, IN","2017-05-07",,"86",,
"IN012190100","POONA, IN","2017-05-08",,"87",,"70"
"IN012190100","POONA, IN","2017-05-09",,"88",,"74"
"IN012190100","POONA, IN","2017-05-10",,"87",,"70"
"IN012190100","POONA, IN","2017-05-11",,"89",,"71"
"IN012190100","POONA, IN","2017-05-12",,"87",,"76"
"IN012190100","POONA, IN","2017-05-13","0.08","86",,
"IN012190100","POONA, IN","2017-05-14","0.00","84",,"71"
"IN012190100","POONA, IN","2017-05-15",,"84",,"76"
"IN012190100","POONA, IN","2017-05-16",,"86",,"73"
"IN012190100","POONA, IN","2017-05-17",,"86",,"75"
"IN012190100","POONA, IN","2017-05-18",,"87",,"76"
"IN012190100","POONA, IN","2017-05-19",,"86",,"70"
"IN012190100","POONA, IN","2017-05-20",,"86",,"72"
"IN012190100","POONA, IN","2017-05-21",,"83",,"73"
"IN012190100","POONA, IN","2017-05-22",,"87",,"73"
"IN012190100","POONA, IN","2017-05-23",,"89",,"77"
"IN012190100","POONA, IN","2017-05-24",,"89",,"78"
"IN012190100","POONA, IN","2017-05-25",,"87",,"75"
"IN012190100","POONA, IN","2017-05-26",,"86",,
"IN012190100","POONA, IN","2017-05-27",,"85",,"76"
"IN012190100","POONA, IN","2017-05-28",,"85",,"76"
"IN012190100","POONA, IN","2017-05-29",,"85",,"77"
"IN012190100","POONA, IN","2017-05-30","0.02","83",,"74"
"IN012190100","POONA, IN","2017-05-31","0.02","85",,"76"
"IN012190100","POONA, IN","2017-06-01","0.00","85",,
"IN012190100","POONA, IN","2017-06-02","0.16","85",,"74"
"IN012190100","POONA, IN","2017-06-03","0.00","85",,"77"
"IN012190100","POONA, IN","2017-06-04",,"84",,"75"
"IN012190100","POONA, IN","2017-06-05",,"84",,"76"
"IN012190100","POONA, IN","2017-06-06","0.00","84",,"76"
"IN012190100","POONA, IN","2017-06-07",,"82",,"76"
"IN012190100","POONA, IN","2017-06-08",,"81",,"73"
"IN012190100","POONA, IN","2017-06-09",,"81",,
"IN012190100","POONA, IN","2017-06-10",,"81",,"75"
"IN012190100","POONA, IN","2017-06-11",,"82",,"74"
"IN012190100","POONA, IN","2017-06-12","0.00","78",,
"IN012190100","POONA, IN","2017-06-13","1.10","78",,"70"
"IN012190100","POONA, IN","2017-06-14","0.00","78",,
"IN012190100","POONA, IN","2017-06-15","2.20","79",,"69"
"IN012190100","POONA, IN","2017-06-16","0.16","79",,
"IN012190100","POONA, IN","2017-06-17","1.14","80",,"65"
"IN012190100","POONA, IN","2017-06-18","1.69","81",,
"IN012190100","POONA, IN","2017-06-19","0.00","81",,"75"
"IN012190100","POONA, IN","2017-06-20","0.00","81",,"73"
"IN012190100","POONA, IN","2017-06-21","0.00","80",,"75"
"IN012190100","POONA, IN","2017-06-22","0.00","80",,"74"
"IN012190100","POONA, IN","2017-06-23","0.03","80",,"74"
"IN012190100","POONA, IN","2017-06-24","0.03","78",,
"IN012190100","POONA, IN","2017-06-25","0.12","76",,"73"
"IN012190100","POONA, IN","2017-06-26","0.35","76",,"73"
"IN012190100","POONA, IN","2017-06-27","0.28","76",,"72"
"IN012190100","POONA, IN","2017-06-28","0.16","77",,"73"
"IN012190100","POONA, IN","2017-06-29","0.08","76",,"73"
"IN012190100","POONA, IN","2017-06-30","0.67","77",,"72"
"IN012190100","POONA, IN","2017-07-01","0.20","77",,"73"
"IN012190100","POONA, IN","2017-07-02","0.04","76",,"73"
"IN012190100","POONA, IN","2017-07-03","0.31","78",,"72"
"IN012190100","POONA, IN","2017-07-04","0.01","77",,"74"
"IN012190100","POONA, IN","2017-07-05","0.02","78",,"72"
"IN012190100","POONA, IN","2017-07-06","0.00","77",,"74"
"IN012190100","POONA, IN","2017-07-07","0.03","78",,"73"
"IN012190100","POONA, IN","2017-07-08","0.12","79",,"73"
"IN012190100","POONA, IN","2017-07-09","0.00","78",,"72"
"IN012190100","POONA, IN","2017-07-10",,"79",,"73"
"IN012190100","POONA, IN","2017-07-11",,"77",,
"IN012190100","POONA, IN","2017-07-12",,"78",,"72"
"IN012190100","POONA, IN","2017-07-13","0.01","75",,"72"
"IN012190100","POONA, IN","2017-07-14","1.02","75",,"71"
"IN012190100","POONA, IN","2017-07-15","0.98","75",,"72"
"IN012190100","POONA, IN","2017-07-16","0.28","74",,"71"
"IN012190100","POONA, IN","2017-07-17","0.24","73",,"70"
"IN012190100","POONA, IN","2017-07-18","0.79","74",,"71"
"IN012190100","POONA, IN","2017-07-19","0.12","76",,"72"
"IN012190100","POONA, IN","2017-07-20","0.43","76",,"73"
"IN012190100","POONA, IN","2017-07-21","0.83","76",,"72"
"IN012190100","POONA, IN","2017-07-22","0.71","77",,"73"
"IN012190100","POONA, IN","2017-07-23","0.39","75",,"73"
"IN012190100","POONA, IN","2017-07-24","0.24","76",,"72"
"IN012190100","POONA, IN","2017-07-25","0.20","76",,"71"
"IN012190100","POONA, IN","2017-07-26","0.02","76",,"71"
"IN012190100","POONA, IN","2017-07-27","0.16","77",,"71"
"IN012190100","POONA, IN","2017-07-28","0.31","75",,"71"
"IN012190100","POONA, IN","2017-07-29","0.08","75",,"72"
"IN012190100","POONA, IN","2017-07-30","0.08","76",,"71"
"IN012190100","POONA, IN","2017-07-31","0.02","75",,"71"
"IN012190100","POONA, IN","2017-08-01","0.04","75",,"70"
"IN012190100","POONA, IN","2017-08-02","0.16","75",,"71"
"IN012190100","POONA, IN","2017-08-03","0.04","74",,"70"
"IN012190100","POONA, IN","2017-08-04","0.08","77",,"71"
"IN012190100","POONA, IN","2017-08-05","0.00","77",,
"IN012190100","POONA, IN","2017-08-06","0.02","77",,"72"
"IN012190100","POONA, IN","2017-08-07","0.00","77",,"71"
"IN012190100","POONA, IN","2017-08-08",,"77",,"72"
"IN012190100","POONA, IN","2017-08-09","0.00","77",,"71"
"IN012190100","POONA, IN","2017-08-10","0.03","76",,"71"
"IN012190100","POONA, IN","2017-08-11","0.03","75",,"72"
"IN012190100","POONA, IN","2017-08-12","0.02","76",,"71"
"IN012190100","POONA, IN","2017-08-13","0.00","77",,"71"
"IN012190100","POONA, IN","2017-08-14","0.00","76",,"71"
"IN012190100","POONA, IN","2017-08-15",,"77",,"72"
"IN012190100","POONA, IN","2017-08-16","0.00","76",,"71"
"IN012190100","POONA, IN","2017-08-17","0.00","76",,"71"
"IN012190100","POONA, IN","2017-08-18","0.01","76",,"72"
"IN012190100","POONA, IN","2017-08-19","0.12","74",,"71"
"IN012190100","POONA, IN","2017-08-20","1.14","69",,
"IN012190100","POONA, IN","2017-08-21","2.36","72",,"65"
"IN012190100","POONA, IN","2017-08-22","0.04","75",,"69"
"IN012190100","POONA, IN","2017-08-23","0.01","77",,"67"
"IN012190100","POONA, IN","2017-08-24","0.00","76",,"71"
"IN012190100","POONA, IN","2017-08-25","0.02","74",,"72"
"IN012190100","POONA, IN","2017-08-26","0.12","75",,"72"
"IN012190100","POONA, IN","2017-08-27","0.31","74",,"71"
"IN012190100","POONA, IN","2017-08-28","0.91","74",,"71"
"IN012190100","POONA, IN","2017-08-29","0.75","74",,"71"
"IN012190100","POONA, IN","2017-08-30","0.08","76",,
"IN012190100","POONA, IN","2017-08-31","0.24","77",,"69"
"IN012190100","POONA, IN","2017-09-01","0.00","76",,"69"
"IN012190100","POONA, IN","2017-09-02","0.01","77",,"71"
"IN012190100","POONA, IN","2017-09-03","0.00","77",,"71"
"IN012190100","POONA, IN","2017-09-04","0.00","78",,"71"
"IN012190100","POONA, IN","2017-09-05",,"77",,"70"
"IN012190100","POONA, IN","2017-09-06",,"78",,"69"
"IN012190100","POONA, IN","2017-09-07",,"79",,"70"
"IN012190100","POONA, IN","2017-09-08","0.87","78",,"71"
"IN012190100","POONA, IN","2017-09-09","0.00","80",,
"IN012190100","POONA, IN","2017-09-10","0.00","81",,"73"
"IN012190100","POONA, IN","2017-09-11","0.31","80",,"72"
"IN012190100","POONA, IN","2017-09-12","0.08","81",,"74"
"IN012190100","POONA, IN","2017-09-13","0.04","80",,"72"
"IN012190100","POONA, IN","2017-09-14","0.20","81",,"72"
"IN012190100","POONA, IN","2017-09-15","0.08","77",,"72"
"IN012190100","POONA, IN","2017-09-16","0.63","78",,"72"
"IN012190100","POONA, IN","2017-09-17","0.02","76",,"73"
"IN012190100","POONA, IN","2017-09-18","0.00","77",,"71"
"IN012190100","POONA, IN","2017-09-19","0.35","74",,"72"
"IN012190100","POONA, IN","2017-09-20","1.18","72",,
"IN012190100","POONA, IN","2017-09-21","0.71","74",,"70"
"IN012190100","POONA, IN","2017-09-22","0.51","75",,"69"
"IN012190100","POONA, IN","2017-09-23","0.00","77",,"66"
"IN012190100","POONA, IN","2017-09-24",,"79",,"70"
"IN012190100","POONA, IN","2017-09-25",,"79",,"70"
"IN012190100","POONA, IN","2017-09-26",,"79",,"70"
"IN012190100","POONA, IN","2017-09-27",,"77",,"72"
"IN012190100","POONA, IN","2017-09-28","0.00","78",,"70"
"IN012190100","POONA, IN","2017-09-29","0.01","75",,"71"
"IN012190100","POONA, IN","2017-09-30","0.43","78",,"70"
"IN012190100","POONA, IN","2017-10-01","0.00","81",,"70"
"IN012190100","POONA, IN","2017-10-02",,"81",,"73"
"IN012190100","POONA, IN","2017-10-03",,"80",,"72"
"IN012190100","POONA, IN","2017-10-04",,"79",,"69"
"IN012190100","POONA, IN","2017-10-05",,"80",,"68"
"IN012190100","POONA, IN","2017-10-06",,"78",,"73"
"IN012190100","POONA, IN","2017-10-07","0.08","78",,"71"
"IN012190100","POONA, IN","2017-10-08","0.28","77",,"71"
"IN012190100","POONA, IN","2017-10-09","0.35","78",,"71"
"IN012190100","POONA, IN","2017-10-10","0.00","77",,"74"
"IN012190100","POONA, IN","2017-10-11","0.20","76",,"72"
"IN012190100","POONA, IN","2017-10-12","0.35","77",,"70"
"IN012190100","POONA, IN","2017-10-13","0.16","76",,"73"
"IN012190100","POONA, IN","2017-10-14","3.98","77",,"71"
"IN012190100","POONA, IN","2017-10-15","0.79","76",,"71"
"IN012190100","POONA, IN","2017-10-16","0.16","79",,"71"
"IN012190100","POONA, IN","2017-10-17","0.00","78",,
"IN012190100","POONA, IN","2017-10-18",,"78",,"65"
"IN012190100","POONA, IN","2017-10-19",,"75",,"64"
"IN012190100","POONA, IN","2017-10-20",,"76",,"62"
"IN012190100","POONA, IN","2017-10-21",,"79",,"71"
"IN012190100","POONA, IN","2017-10-22",,"79",,"71"
"IN012190100","POONA, IN","2017-10-23",,"78",,
"IN012190100","POONA, IN","2017-10-24",,"74",,
"IN012190100","POONA, IN","2017-10-25",,"74",,"59"
"IN012190100","POONA, IN","2017-10-26",,"77",,"62"
"IN012190100","POONA, IN","2017-10-27",,"76",,"66"
"IN012190100","POONA, IN","2017-10-28",,"73",,
"IN012190100","POONA, IN","2017-10-29",,"74",,
"IN012190100","POONA, IN","2017-10-30",,"72",,"61"
"IN012190100","POONA, IN","2017-10-31",,"72",,"60"
"IN012190100","POONA, IN","2017-11-01",,"71",,"58"
"IN012190100","POONA, IN","2017-11-02",,"71",,"57"
"IN012190100","POONA, IN","2017-11-03",,"70",,"56"
"IN012190100","POONA, IN","2017-11-04",,"70",,"54"
"IN012190100","POONA, IN","2017-11-05",,"72",,"55"
"IN012190100","POONA, IN","2017-11-06",,"73",,"61"
"IN012190100","POONA, IN","2017-11-07",,"72",,"59"
"IN012190100","POONA, IN","2017-11-08",,"71",,"57"
"IN012190100","POONA, IN","2017-11-09",,"70",,
"IN012190100","POONA, IN","2017-11-10",,"71",,"57"
"IN012190100","POONA, IN","2017-11-11",,"69",,"57"
"IN012190100","POONA, IN","2017-11-12",,"68",,"53"
"IN012190100","POONA, IN","2017-11-13",,"66",,"53"
"IN012190100","POONA, IN","2017-11-14",,"69",,"53"
"IN012190100","POONA, IN","2017-11-15",,"71",,"55"
"IN012190100","POONA, IN","2017-11-16",,"70",,"57"
"IN012190100","POONA, IN","2017-11-17",,"69",,"56"
"IN012190100","POONA, IN","2017-11-18",,"71",,"56"
"IN012190100","POONA, IN","2017-11-19",,"73",,"58"
"IN012190100","POONA, IN","2017-11-20",,"77",,"68"
"IN012190100","POONA, IN","2017-11-21","0.47","76",,"68"
"IN012190100","POONA, IN","2017-11-22","0.04","74",,
"IN012190100","POONA, IN","2017-11-23","0.02","74",,"62"
"IN012190100","POONA, IN","2017-11-24","0.00","72",,"59"
"IN012190100","POONA, IN","2017-11-25",,"71",,"57"
"IN012190100","POONA, IN","2017-11-26",,"70","86","58"
"IN012190100","POONA, IN","2017-11-27",,"70",,"54"
"IN012190100","POONA, IN","2017-11-28",,"68",,"53"
"IN012190100","POONA, IN","2017-11-29",,"68",,"53"
"IN012190100","POONA, IN","2017-11-30",,"68",,"53"
"IN012190100","POONA, IN","2017-12-01",,"67",,"55"
"IN012190100","POONA, IN","2017-12-02",,"69",,"54"
"IN012190100","POONA, IN","2017-12-03",,"73",,"59"
"IN012190100","POONA, IN","2017-12-04",,"73",,"63"
"IN012190100","POONA, IN","2017-12-05","0.12","76",,"67"
"IN012190100","POONA, IN","2017-12-06","0.00","73",,
"IN012190100","POONA, IN","2017-12-07",,"72",,"63"
"IN012190100","POONA, IN","2017-12-08",,"75",,"65"
"IN012190100","POONA, IN","2017-12-09",,"72",,
"IN012190100","POONA, IN","2017-12-10",,"72",,"61"
"IN012190100","POONA, IN","2017-12-11",,"72",,"59"
"IN012190100","POONA, IN","2017-12-12",,"70",,"58"
"IN012190100","POONA, IN","2017-12-13",,"69",,"57"
"IN012190100","POONA, IN","2017-12-14",,"70",,"55"
"IN012190100","POONA, IN","2017-12-15",,"71",,"58"
"IN012190100","POONA, IN","2017-12-16",,"71",,"59"
"IN012190100","POONA, IN","2017-12-17",,"68",,"56"
"IN012190100","POONA, IN","2017-12-18",,"67",,"58"
"IN012190100","POONA, IN","2017-12-19",,"65",,"53"
"IN012190100","POONA, IN","2017-12-20",,"68",,"53"
"IN012190100","POONA, IN","2017-12-21",,"66",,"51"
"IN012190100","POONA, IN","2017-12-22",,"67",,"51"
"IN012190100","POONA, IN","2017-12-23",,"66",,"50"
"IN012190100","POONA, IN","2017-12-24",,"67",,"51"
"IN012190100","POONA, IN","2017-12-25",,"64",,"52"
"IN012190100","POONA, IN","2017-12-26",,"63",,"51"
"IN012190100","POONA, IN","2017-12-27",,"65",,"51"
"IN012190100","POONA, IN","2017-12-28",,"64",,"49"
"IN012190100","POONA, IN","2017-12-29",,"64",,"48"
"IN012190100","POONA, IN","2017-12-30",,"65",,"49"
"IN012190100","POONA, IN","2017-12-31",,"65",,"50"
"IN012190100","POONA, IN","2018-01-01",,"66",,"51"
"IN012190100","POONA, IN","2018-01-02",,"67",,"51"
"IN012190100","POONA, IN","2018-01-03",,"67",,"52"
"IN012190100","POONA, IN","2018-01-04",,"67",,"54"
"IN012190100","POONA, IN","2018-01-05",,"67",,"53"
"IN012190100","POONA, IN","2018-01-06",,"67",,"55"
"IN012190100","POONA, IN","2018-01-07",,"66",,"52"
"IN012190100","POONA, IN","2018-01-08",,"65",,"50"
"IN012190100","POONA, IN","2018-01-09",,"66",,"52"
"IN012190100","POONA, IN","2018-01-10",,"68",,"53"
"IN012190100","POONA, IN","2018-01-11",,"71",,"56"
"IN012190100","POONA, IN","2018-01-12",,"73",,"60"
"IN012190100","POONA, IN","2018-01-13",,"72",,"61"
"IN012190100","POONA, IN","2018-01-14",,"74",,"60"
"IN012190100","POONA, IN","2018-01-15",,"75",,"61"
"IN012190100","POONA, IN","2018-01-16",,"74",,
"IN012190100","POONA, IN","2018-01-17",,"75",,"57"
"IN012190100","POONA, IN","2018-01-18",,"71",,"56"
"IN012190100","POONA, IN","2018-01-19",,"71",,"54"
"IN012190100","POONA, IN","2018-01-20",,"68",,"53"
"IN012190100","POONA, IN","2018-01-21",,"67",,"52"
"IN012190100","POONA, IN","2018-01-22",,"69",,"51"
"IN012190100","POONA, IN","2018-01-23",,"71",,"54"
"IN012190100","POONA, IN","2018-01-24",,"66",,"52"
"IN012190100","POONA, IN","2018-01-25",,"67",,"50"
"IN012190100","POONA, IN","2018-01-26",,"67",,"50"
"IN012190100","POONA, IN","2018-01-27",,"67",,
"IN012190100","POONA, IN","2018-01-28",,"68",,"52"
"IN012190100","POONA, IN","2018-01-29",,"68",,"53"
"IN012190100","POONA, IN","2018-01-30",,"68",,"53"
"IN012190100","POONA, IN","2018-01-31",,"67",,"49"
"IN012190100","POONA, IN","2018-02-01",,"67",,"49"
"IN012190100","POONA, IN","2018-02-02",,"69",,"50"
"IN012190100","POONA, IN","2018-02-03",,"70",,"52"
"IN012190100","POONA, IN","2018-02-04",,"72",,"54"
"IN012190100","POONA, IN","2018-02-05",,"70",,"56"
"IN012190100","POONA, IN","2018-02-06",,"71",,"56"
"IN012190100","POONA, IN","2018-02-07",,"71",,
"IN012190100","POONA, IN","2018-02-08",,"70",,"53"
"IN012190100","POONA, IN","2018-02-09",,"71",,"51"
"IN012190100","POONA, IN","2018-02-10",,"65",,"56"
"IN012190100","POONA, IN","2018-02-11",,"71",,"56"
"IN012190100","POONA, IN","2018-02-12",,"69",,"53"
"IN012190100","POONA, IN","2018-02-13",,"70",,"52"
"IN012190100","POONA, IN","2018-02-14",,"72",,"56"
"IN012190100","POONA, IN","2018-02-15",,"74",,"60"
"IN012190100","POONA, IN","2018-02-16",,"74",,"58"
"IN012190100","POONA, IN","2018-02-17",,"74",,"57"
"IN012190100","POONA, IN","2018-02-18",,"74",,"57"
"IN012190100","POONA, IN","2018-02-19",,"74",,"57"
"IN012190100","POONA, IN","2018-02-20",,"74",,"56"
"IN012190100","POONA, IN","2018-02-21",,"74",,"56"
"IN012190100","POONA, IN","2018-02-22",,"76",,"58"
"IN012190100","POONA, IN","2018-02-23",,"78",,"60"
"IN012190100","POONA, IN","2018-02-24",,"77",,"62"
"IN012190100","POONA, IN","2018-02-25",,"75",,"60"
"IN012190100","POONA, IN","2018-02-26",,"75",,"57"
"IN012190100","POONA, IN","2018-02-27",,"76",,"58"
"IN012190100","POONA, IN","2018-02-28",,"77",,"59"
"IN012190100","POONA, IN","2018-03-01",,"78",,"59"
"IN012190100","POONA, IN","2018-03-02",,"78",,"60"
"IN012190100","POONA, IN","2018-03-03",,"79",,"62"
"IN012190100","POONA, IN","2018-03-04",,"80",,"65"
"IN012190100","POONA, IN","2018-03-05",,"79",,"64"
"IN012190100","POONA, IN","2018-03-06",,"80",,"64"
"IN012190100","POONA, IN","2018-03-07",,"80",,"65"
"IN012190100","POONA, IN","2018-03-08",,"80",,"64"
"IN012190100","POONA, IN","2018-03-09",,"82",,"63"
"IN012190100","POONA, IN","2018-03-10",,"81",,"64"
"IN012190100","POONA, IN","2018-03-11",,"81",,"66"
"IN012190100","POONA, IN","2018-03-12",,"79",,"62"
"IN012190100","POONA, IN","2018-03-13",,"81",,"63"
"IN012190100","POONA, IN","2018-03-14",,"81",,"64"
"IN012190100","POONA, IN","2018-03-15","0.00","77",,
"IN012190100","POONA, IN","2018-03-16","0.00","76",,
"IN012190100","POONA, IN","2018-03-17","0.00","78",,"62"
